"filename", "language", "YAML", "Groovy", "Properties", "Dart", "Markdown", "XML", "Go", "Swift", "GraphQL", "C++", "JSON", "Go Checksum File", "Go Module File", "comment", "blank", "total"
"/Users/juanma/development/golang/happ/happ_client/graphql/queries/seePass.graphql", "GraphQL", 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 3
"/Users/juanma/development/golang/happ/happ_client/graphql/queries/userAccess.graphql", "GraphQL", 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 1, 0, 10
"/Users/juanma/development/golang/happ/happ_client/graphql/queries/userFromId.graphql", "GraphQL", 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 9
"/Users/juanma/development/golang/happ/happ_client/ios/Runner/AppDelegate.swift", "Swift", 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 2, 14
"/Users/juanma/development/golang/happ/happ_client/ios/Runner/Assets.xcassets/AppIcon.appiconset/Contents.json", "JSON", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 122, 0, 0, 0, 1, 123
"/Users/juanma/development/golang/happ/happ_client/ios/Runner/Assets.xcassets/LaunchImage.imageset/Contents.json", "JSON", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 0, 0, 0, 1, 24
"/Users/juanma/development/golang/happ/happ_client/ios/Runner/Assets.xcassets/LaunchImage.imageset/README.md", "Markdown", 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 5
"/Users/juanma/development/golang/happ/happ_client/ios/Runner/Base.lproj/LaunchScreen.storyboard", "XML", 0, 0, 0, 0, 0, 36, 0, 0, 0, 0, 0, 0, 0, 1, 1, 38
"/Users/juanma/development/golang/happ/happ_client/ios/Runner/Base.lproj/Main.storyboard", "XML", 0, 0, 0, 0, 0, 25, 0, 0, 0, 0, 0, 0, 0, 1, 1, 27
"/Users/juanma/development/golang/happ/happ_client/ios/Runner/Runner-Bridging-Header.h", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 2
"/Users/juanma/development/golang/happ/happ_client/lib/main.dart", "Dart", 0, 0, 0, 128, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 23, 179
"/Users/juanma/development/golang/happ/happ_client/lib/my_flutter_app_icons.dart", "Dart", 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 6, 31
"/Users/juanma/development/golang/happ/happ_client/lib/src/api/graphql/graphql_api.dart", "Dart", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 3
"/Users/juanma/development/golang/happ/happ_client/lib/src/api/graphql/graphql_api.graphql.dart", "Dart", 0, 0, 0, 2947, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 534, 3483
