"filename", "language", "Dart", "XML", "GraphQL", "YAML", "JSON", "Go", "Go Checksum File", "Go Module File", "comment", "blank", "total"
"/Users/juanma/development/golang/happ/happ_server/ent/eventuser_update.go", "Go", 0, 0, 0, 0, 0, -24, 0, 0, 0, 0, -24
"/Users/juanma/development/golang/happ/happ_server/ent/follow.go", "Go", 0, 0, 0, 0, 0, 7, 0, 0, 2, 1, 10
"/Users/juanma/development/golang/happ/happ_server/ent/follow/follow.go", "Go", 0, 0, 0, 0, 0, 39, 0, 0, 7, 8, 54
"/Users/juanma/development/golang/happ/happ_server/ent/follow/where.go", "Go", 0, 0, 0, 0, 0, -8, 0, 0, 0, 0, -8
"/Users/juanma/development/golang/happ/happ_server/ent/follow_create.go", "Go", 0, 0, 0, 0, 0, -6, 0, 0, 0, 0, -6
"/Users/juanma/development/golang/happ/happ_server/ent/follow_query.go", "Go", 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 6
"/Users/juanma/development/golang/happ/happ_server/ent/follow_update.go", "Go", 0, 0, 0, 0, 0, -24, 0, 0, 0, 0, -24
"/Users/juanma/development/golang/happ/happ_server/ent/friendship.go", "Go", 0, 0, 0, 0, 0, -136, 0, 0, -33, -16, -185
"/Users/juanma/development/golang/happ/happ_server/ent/friendship/friendship.go", "Go", 0, 0, 0, 0, 0, -40, 0, 0, -22, -7, -69
"/Users/juanma/development/golang/happ/happ_server/ent/friendship/where.go", "Go", 0, 0, 0, 0, 0, -154, 0, 0, -33, -36, -223
"/Users/juanma/development/golang/happ/happ_server/ent/friendship_create.go", "Go", 0, 0, 0, 0, 0, -468, 0, 0, -143, -70, -681
"/Users/juanma/development/golang/happ/happ_server/ent/friendship_delete.go", "Go", 0, 0, 0, 0, 0, -66, 0, 0, -9, -13, -88
"/Users/juanma/development/golang/happ/happ_server/ent/friendship_query.go", "Go", 0, 0, 0, 0, 0, -501, 0, 0, -68, -42, -611
"/Users/juanma/development/golang/happ/happ_server/ent/friendship_update.go", "Go", 0, 0, 0, 0, 0, -377, 0, 0, -35, -39, -451
"/Users/juanma/development/golang/happ/happ_server/ent/gql_collection.go", "Go", 0, 0, 0, 0, 0, 340, 0, 0, 2, 8, 350
"/Users/juanma/development/golang/happ/happ_server/ent/gql_edge.go", "Go", 0, 0, 0, 0, 0, 66, 0, 0, 0, 6, 72
"/Users/juanma/development/golang/happ/happ_server/ent/gql_mutation_input.go", "Go", 0, 0, 0, 0, 0, -20, 0, 0, 16, 0, -4
"/Users/juanma/development/golang/happ/happ_server/ent/gql_node.go", "Go", 0, 0, 0, 0, 0, -192, 0, 0, 1, -2, -193
"/Users/juanma/development/golang/happ/happ_server/ent/gql_pagination.go", "Go", 0, 0, 0, 0, 0, 313, 0, 0, 14, 27, 354
"/Users/juanma/development/golang/happ/happ_server/ent/hook/hook.go", "Go", 0, 0, 0, 0, 0, 7, 0, 0, 3, 2, 12
"/Users/juanma/development/golang/happ/happ_server/ent/migrate/schema.go", "Go", 0, 0, 0, 0, 0, 29, 0, 0, 2, 0, 31
"/Users/juanma/development/golang/happ/happ_server/ent/mutation.go", "Go", 0, 0, 0, 0, 0, 644, 0, 0, 123, 75, 842
"/Users/juanma/development/golang/happ/happ_server/ent/predicate/predicate.go", "Go", 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 3
"/Users/juanma/development/golang/happ/happ_server/ent/runtime.go", "Go", 0, 0, 0, 0, 0, -38, 0, 0, 4, 0, -34
"/Users/juanma/development/golang/happ/happ_server/ent/schema/device.go", "Go", 0, 0, 0, 0, 0, 37, 0, 0, 3, 6, 46
"/Users/juanma/development/golang/happ/happ_server/ent/schema/event.go", "Go", 0, 0, 0, 0, 0, 4, 0, 0, 0, 1, 5
"/Users/juanma/development/golang/happ/happ_server/ent/schema/eventReminderNotfication.go", "Go", 0, 0, 0, 0, 0, 41, 0, 0, 4, 7, 52
"/Users/juanma/development/golang/happ/happ_server/ent/schema/follow.go", "Go", 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2
"/Users/juanma/development/golang/happ/happ_server/ent/schema/friendship.go", "Go", 0, 0, 0, 0, 0, -47, 0, 0, -11, -8, -66
"/Users/juanma/development/golang/happ/happ_server/ent/schema/point.go", "Go", 0, 0, 0, 0, 0, -37, 0, 0, -7, -8, -52
"/Users/juanma/development/golang/happ/happ_server/ent/schema/schematype/point.go", "Go", 0, 0, 0, 0, 0, 37, 0, 0, 7, 8, 52
"/Users/juanma/development/golang/happ/happ_server/ent/schema/user.go", "Go", 0, 0, 0, 0, 0, -6, 0, 0, 6, -1, -1
"/Users/juanma/development/golang/happ/happ_server/ent/tx.go", "Go", 0, 0, 0, 0, 0, 2, 0, 0, 1, 0, 3
"/Users/juanma/development/golang/happ/happ_server/ent/user.go", "Go", 0, 0, 0, 0, 0, 144, 0, 0, 15, 16, 175
"/Users/juanma/development/golang/happ/happ_server/ent/user/user.go", "Go", 0, 0, 0, 0, 0, 145, 0, 0, 23, 24, 192
"/Users/juanma/development/golang/happ/happ_server/ent/user/where.go", "Go", 0, 0, 0, 0, 0, -55, 0, 0, -9, -9, -73
"/Users/juanma/development/golang/happ/happ_server/ent/user_create.go", "Go", 0, 0, 0, 0, 0, -26, 0, 0, -5, -5, -36
"/Users/juanma/development/golang/happ/happ_server/ent/user_query.go", "Go", 0, 0, 0, 0, 0, 106, 0, 0, 14, 7, 127
"/Users/juanma/development/golang/happ/happ_server/ent/user_update.go", "Go", 0, 0, 0, 0, 0, 33, 0, 0, 8, 8, 49
"/Users/juanma/development/golang/happ/happ_server/go.mod", "Go Module File", 0, 0, 0, 0, 0, 0, 0, 20, 0, 0, 20
"/Users/juanma/development/golang/happ/happ_server/go.sum", "Go Checksum File", 0, 0, 0, 0, 0, 0, 45, 0, 0, 0, 45
"/Users/juanma/development/golang/happ/happ_server/gqlgen.yml", "YAML", 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 6
"/Users/juanma/development/golang/happ/happ_server/graph/generated/generated.go", "Go", 0, 0, 0, 0, 0, 598, 0, 0, 0, 61, 659
